playerid,BBrefMinorsID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,firstname,lastname,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debutYear,finalGame,college,lahmanID,MlbID,SeamheadsRetroID,holtzID,BBrefMLBid,Ethnicity,Arm Slot,,,,,,,,,,
14168,54168,,,1996,6,11,South Korea,,Changwon,,,,,,,Min-soo,Kim,,Min-Soo Kim,,180,70,R,R,2019,2022,,14168,,,,14168,Asian,4,,,,,,,,,,
10034,50034,,,1990,10,24,South Korea,,Seoul,,,,,,,Hyo-seop,Yoon,,Hyo-Seop Yoon,,170,66,L,R,2009,2015,,10034,,,,10034,Asian,4,,,,,,,,,,
10158,50158,,,1971,3,17,South Korea,,Suncheon,,,,,,,Woong-cheon,Cho,,Woong-Cheon Cho,,183,72,L,R,1990,2009,,10158,,,,10158,Asian,4,,,,,,,,,,
1510,41510,,,1967,10,13,South Korea,,,,,,,,,Woo-hyun,Kim,,Woo-Hyun Kim,,,,R,R,1990,1990,Sungkyunkwan University,1510,,,,1510,Asian,4,,,,,,,,,,
2166,42166,,,1978,3,2,South Korea,,Pohang,,,,,,,Moo-sung,Kim,,Moo-sung Kim,,178,70,R,R,2001,2003,Keimyung University,2166,,,,2166,Asian,4,,,,,,,,,,
10409,50409,,,1986,12,26,South Korea,,Seongnam,,,,,,,Byoung-woo,Kang,,Byoung-Woo Kang,,183,72,L,R,2005,2014,,10409,,,,10409,Asian,4,,,,,,,,,,
11123,51123,,,1983,9,1,South Korea,,Seoul,,,,,,,Se-eop,Lim,,Se-Eop Lim,,181,71,R,R,2002,2013,,11123,,,,11123,Asian,4,,,,,,,,,,
11281,51281,,,1976,6,4,South Korea,,Gwangju,,,,,,,Chang-yong,Lim,,Chang-Yong Lim,,182,71,R,R,1995,2018,,11281,,,,11281,Asian,1,,,,,,,,,,
1535,41535,,,1967,10,28,South Korea,,,,,,,,,Gwang-cheon,Choi,,Gwang-Cheon Choi,,,,R,R,1990,1993,Wonkwang University,1535,,,,1535,Asian,4,,,,,,,,,,
16130,56130,,,2005,1,8,South Korea,,Gwangju,,,,,,,Ji-hoo,Song,,Ji-hoo Song,,175,68,R,R,2024,2024,,16130,,,,16130,Asian,4,,,,,,,,,,
1694,41694,,,1968,7,8,South Korea,,Pohang,,,,,,,Bong-ok,Oh,,Bong-Ok Oh,,182,71,R,R,1992,2006,,1694,,,,1694,Asian,4,,,,,,,,,,
2112,42112,,,1976,11,25,South Korea,,Incheon,,,,,,,Moo-sung,Kim,,Moo-Sung Kim,,186,73,R,R,1999,2001,Konkuk University,2112,,,,2112,Asian,4,,,,,,,,,,
1789,41789,,,1974,7,1,South Korea,,Suwon,,,,,,,Seok,Kang,,Seok Kang,,,,R,R,1994,1994,,1789,,,,1789,Asian,4,,,,,,,,,,
10606,50606,,,1984,7,28,South Korea,,Daejeon,,,,,,,Gyu-jin,Yun,,Gyu-Jin Yun,,187,73,R,R,2003,2021,Daejeon University,10606,,,,10606,Asian,4,,,,,,,,,,
10203,50203,,,1984,3,11,South Korea,,Seongnam,,,,,,,Kyeong-eun,Noh,,Kyeong-Eun Noh,,187,73,R,R,2003,2024,,10203,,,,10203,Asian,4,,,,,,,,,,
15627,55627,,,2000,3,1,South Korea,,Daejeon,,,,,,,Soo-nyeong,Yoon,,Soo-Nyeong Yoon,,173,68,L,R,2023,2023,Yonsei University,15627,,,,15627,Asian,4,,,,,,,,,,
1464,41464,,,1966,6,14,South Korea,,Gunsan,,,,,,,Myeong-won,Chung,,Myeong-Won Chung,,189,74,R,R,1989,2000,Wonkwang University,1464,,,,1464,Asian,4,,,,,,,,,,
2340,42340,,,1981,4,30,South Korea,,Gwangju,,,,,,,Sung-ho,Kim,,Sung-Ho Kim,,186,73,R,R,2005,2005,Konkuk University,2340,,,,2340,Asian,4,,,,,,,,,,
10541,50541,,,1985,8,18,South Korea,,Gongju,,,,,,,Noh-min,Park,,Noh-Min Park,,182,71,R,R,2004,2016,Daejeon University,10541,,,,10541,Asian,4,,,,,,,,,,
1059,41059,,,1958,2,26,South Korea,,,,,,,,,Yong-nam,Kim,,Yong-Nam Kim,,,,R,R,1982,1989,Hanyang University,1059,,,,1059,Asian,4,,,,,,,,,,
2273,42273,,,1965,11,20,Japan,,,,,,,,,Young-hwa,Kim,,Young-Hwa Kim,,185,72,R,R,2003,2003,,2273,,,,2273,Asian,4,,,,,,,,,,
2078,42078,,,1975,9,23,South Korea,,Bucheon,,,,,,,Byung-soo,Lee,,Byung-Soo Lee,,176,69,L,L,1999,1999,Hongik University,2078,,,,2078,Asian,4,,,,,,,,,,
2348,42348,,,1981,12,17,South Korea,,Gwangju,,,,,,,Chang-hoon,Joo,,Chang-Hoon Joo,,185,72,L,L,2005,2006,Wonkwang University,2348,,,,2348,Asian,4,,,,,,,,,,
10299,50299,,,1985,7,31,South Korea,,Busan,,,,,,,Won-jun,Jang,,Won-Jun Jang,,184,72,L,L,2004,2023,Yeungnam Cyber University,10299,,,,10299,Asian,4,,,,,,,,,,
1920,41920,,,1970,10,26,South Korea,,Seoul,,,,,,,O-sung,Kwon,,O-sung Kwon,,180,70,R,R,1996,1999,Korea University,1920,,,,1920,Asian,4,,,,,,,,,,
2163,42163,,,1977,3,11,South Korea,,Changwon,,,,,,,Min-ho,Ku,,Min-Ho Ku,,183,72,R,R,2001,2001,Konkuk University,2163,,,,2163,Asian,4,,,,,,,,,,
2023,42023,,,1974,7,6,South Korea,,,,,,,,,Jae-sung,Moon,,Jae-Sung Moon,,,,R,R,1997,1998,Kyungsung University,2023,,,,2023,Asian,4,,,,,,,,,,
1375,41375,,,1965,5,9,South Korea,,,,,,,,,Byung-sun,Kang,,Byung-Sun Kang,,,,R,R,1988,1988,Kyung Hee University,1375,,,,1375,Asian,4,,,,,,,,,,
1999,41999,,,1971,7,10,South Korea,,,,,,,,,In-seon,Choi,,In-Seon Choi,,,,R,R,1997,1997,Sungkyunkwan University,1999,,,,1999,Asian,4,,,,,,,,,,
1465,41465,,,1965,9,3,South Korea,,Pohang,,,,,,,Myung-sun,Yoo,,Myung-Sun Yoo,,,,R,R,1989,1996,Keimyung University,1465,,,,1465,Asian,4,,,,,,,,,,
10689,50689,,,1986,12,24,South Korea,,Seoul,,,,,,,Dong-hyeon,Ahn,,Dong-Hyeon Ahn,,182,71,R,R,2009,2011,Korea University,10689,,,,10689,Asian,4,,,,,,,,,,
1254,41254,,,1961,8,24,South Korea,,Seoul,,,,,,,Jae-eun,Choi,,Jae-Eun Choi,,,,R,R,1985,1986,,1254,,,,1254,Asian,4,,,,,,,,,,
2180,42180,,,1979,9,9,South Korea,,Seoul,,,,,,,Se-hak,Oh,,Se-Hak Oh,,183,72,R,R,1998,2006,,2180,,,,2180,Asian,4,,,,,,,,,,
1400,41400,,,1964,10,6,South Korea,,,,,,,,,Young-seok,Cha,,Young-Seok Cha,,,,R,R,1988,1989,Hanyang University,1400,,,,1400,Asian,4,,,,,,,,,,
11138,51138,,,1989,6,22,South Korea,,Seoul,,,,,,,Nak-gil,Ma,,Nak-Gil Ma,,178,70,R,R,2013,2015,Kyung Hee University,11138,,,,11138,Asian,4,,,,,,,,,,
2341,42341,,,1985,1,5,South Korea,,Guri,,,,,,,Hye-kyeom,Kim,,Hye-Kyeom Kim,,185,72,R,R,2005,2007,,2341,,,,2341,Asian,4,,,,,,,,,,
2131,42131,,,1976,8,24,South Korea,,Incheon,,,,,,,Sang-soo,Cho,,Sang-Soo Cho,,176,69,R,R,2000,2001,Konkuk University,2131,,,,2131,Asian,4,,,,,,,,,,
2032,42032,,,1975,3,21,South Korea,,,,,,,,,Seok-kwon,Yoon,,Seok-Kwon Yoon,,,,R,R,1998,1998,Sungkyunkwan University,2032,,,,2032,Asian,4,,,,,,,,,,
10202,50202,,,1981,2,11,South Korea,,Seoul,,,,,,,Seung-hoi,Kim,,Seung-Hoi Kim,,177,69,R,R,2003,2020,Tamna University,10202,,,,10202,Asian,4,,,,,,,,,,
1172,41172,,,1960,3,22,South Korea,,Pohang,,,,,,,Byeong-il,Hwang,,Byeong-Il Hwang,,180,70,R,R,1983,1990,Konkuk University,1172,,,,1172,Asian,4,,,,,,,,,,
12562,52562,,,1993,8,3,South Korea,,Gwangju,,,,,,,Sung-gyu,Lee,,Sung-Gyu Lee,,178,70,R,R,2016,2024,Inha University,12562,,,,12562,Asian,4,,,,,,,,,,
2233,42233,,,1978,5,15,South Korea,,Gongju,,,,,,,Woo-ho,Park,,Woo-Ho Park,,180,70,R,R,2002,2005,Hanyang University,2233,,,,2233,Asian,4,,,,,,,,,,
2283,42283,,,1980,2,23,South Korea,,Seoul,,,,,,,Min-taek,Lee,,Min-Taek Lee,,179,70,R,R,2002,2003,Tamna University,2283,,,,2283,Asian,4,,,,,,,,,,
1234,41234,,,1961,8,24,South Korea,,Incheon,,,,,,,Myung-sung,Kim,,Myung-Sung Kim,,,,L,L,1985,1986,Inha University,1234,,,,1234,Asian,4,,,,,,,,,,
12962,52962,,,1960,8,5,South Korea,,Cheonan,,,,,,,Jin-wook,Kim,,Jin-Wook Kim,,182,71,R,R,1984,1993,Dong-A University,12962,,,,12962,Asian,4,,,,,,,,,,
10090,50090,,,1983,1,18,South Korea,,Seoul,,,,,,,Yong-seob,Kim,,Yong-Seob Kim,,183,72,R,R,2002,2012,Kyung Hee University,10090,,,,10090,Asian,4,,,,,,,,,,
1277,41277,,,1963,7,19,Japan,,,,,,,,,Gwang-su,Ko,,Gwang-Su Ko,,,,R,R,1986,1987,,1277,,,,1277,Asian,4,,,,,,,,,,
1321,41321,,,1963,7,6,Japan,,,,,,,,,Shin-bu,Kim,,Shin-Bu Kim,,,,R,R,1986,1990,,1321,,,,1321,Asian,4,,,,,,,,,,
10154,50154,,,1978,11,10,South Korea,,Gunsan,,,,,,,Dae-hyun,Jung,,Dae-Hyun Jung,,184,72,R,R,2001,2017,Kyung Hee University,10154,,,,10154,Asian,1,,,,,,,,,,
15499,55499,,,2004,7,26,South Korea,,Suwon,,,,,,,Jae-sang,Kim,,Jae-Sang Kim,,179,70,L,R,2023,2024,,15499,,,,15499,Asian,4,,,,,,,,,,
14890,54890,,,1972,7,5,South Korea,,Jeonju,,,,,,,Won-hyong,Kim,,Won-Hyong Kim,,177,69,R,R,1991,2010,,14890,,,,14890,Asian,4,,,,,,,,,,
1894,41894,,,1972,10,13,South Korea,,Seoul,,,,,,,Pil-jung,Jin,,Pil-Jung Jin,,180,70,R,R,1995,2008,Chung-Ang University,1894,,,,1894,Asian,4,,,,,,,,,,
1892,41892,,,1972,6,7,South Korea,,,,,,,,,Sang-do,Ha,,Sang-Do Ha,,,,R,R,1995,1995,Dong-A University,1892,,,,1892,Asian,4,,,,,,,,,,
10006,50006,,,1982,3,14,South Korea,,Gwangju,,,,,,,Min-cheol,Kim,,Min-Cheol Kim,,178,70,L,R,2000,2011,,10006,,,,10006,Asian,4,,,,,,,,,,
1392,41392,,,1966,11,20,South Korea,,Gwangju,,,,,,,Hyun-gi,Yang,,Hyun-Gi Yang,,,,R,R,1988,1988,Dankook University,1392,,,,1392,Asian,4,,,,,,,,,,
16026,56026,,,2001,6,14,South Korea,,Gwangju,,,,,,,Myeong-kyung,Choi,,Myeong-Kyung Choi,,177,69,L,R,2024,2024,Dong-A University,16026,,,,16026,Asian,4,,,,,,,,,,
10756,50756,,,1988,3,23,South Korea,,Pohang,,,,,,,Byeong-gon,Jung,,Byeong-Gon Jung,,173,68,R,R,2011,2019,Dankook University,10756,,,,10756,Asian,4,,,,,,,,,,
1827,41827,,,1972,1,22,South Korea,,,,,,,,,Byung-guk,Choi,,Byung-Guk Choi,,,,R,R,1994,1994,Dankook University,1827,,,,1827,Asian,4,,,,,,,,,,
14661,54661,,,1997,7,16,South Korea,,Seoul,,,,,,,Young-bin,Park,,Young-Bin Park,,182,71,L,R,2020,2024,Kyung Hee University,14661,,,,14661,Asian,4,,,,,,,,,,
1454,41454,,,1965,3,11,South Korea,,Gyeongju,,,,,,,Jong-ok,Lee,,Jong-Ok Lee,,,,R,R,1989,1992,Konkuk University,1454,,,,1454,Asian,4,,,,,,,,,,
1791,41791,,,1968,10,14,South Korea,,Suwon,,,,,,,Lang-gyun,Gil,,Lang-Gyun Gil,,,,R,R,1994,1994,,1791,,,,1791,Asian,4,,,,,,,,,,
2431,42431,,,1985,3,9,South Korea,,Gwangju,,,,,,,Sung-ho,Lee,,Sung-Ho Lee,,180,70,R,R,2010,2010,Korea University,2431,,,,2431,Asian,4,,,,,,,,,,
16156,56156,,,1997,10,10,South Korea,,,,,,,,,Ruben,Cardenas,,Ruben Cardenas,,185,72,R,R,2024,2024,,16156,,,,16156,Asian,4,,,,,,,,,,
15452,55452,,,2003,10,11,South Korea,,Changwon,,,,,,,Young-seok,Shin,,Young-Seok Shin,,181,71,R,R,2023,2024,,15452,,,,15452,Asian,4,,,,,,,,,,
11152,51152,,,1987,7,22,South Korea,,Guri,,,,,,,Jong-chan,Kim,,Jong-Chan Kim,,188,74,R,R,2013,2013,Yonsei University,11152,,,,11152,Asian,4,,,,,,,,,,
14141,54141,,,2000,3,17,South Korea,,Seongnam,,,,,,,Seong-jin,Kim,,Seong-Jin Kim,,183,72,R,R,2019,2024,,14141,,,,14141,Asian,4,,,,,,,,,,
1927,41927,,,1976,11,8,South Korea,,Seoul,,,,,,,Jung-han,Kim,,Jung-Han Kim,,,,L,R,1996,1996,,1927,,,,1927,Asian,4,,,,,,,,,,
10924,50924,,,1991,5,17,South Korea,,Busan,,,,,,,Chang-hyeok,Kim,,Chang-Hyeok Kim,,179,70,R,R,2000,2019,,10924,,,,10924,Asian,4,,,,,,,,,,
11085,51085,,,1990,10,13,South Korea,,Daegu,,,,,,,Do-hyun,Ko,,Do-Hyun Ko,,182,71,R,R,2000,2015,Dong-eui University,11085,,,,11085,Asian,4,,,,,,,,,,
1985,41985,,,1974,2,20,South Korea,,,,,,,,,Kyung-tae,Lee,,Kyung-Tae Lee,,,,R,R,1997,1997,Sungkyunkwan University,1985,,,,1985,Asian,4,,,,,,,,,,
13240,53240,,,1995,5,31,South Korea,,Seoul,,,,,,,Ho-jae,Kim,,Ho-Jae Kim,,178,70,R,R,2018,2023,,13240,,,,13240,Asian,4,,,,,,,,,,
1090,41090,,,1948,3,1,South Korea,,Incheon,,,,,,,Chun-geun,Lee,,Chun-Geun Lee,,,,R,R,1982,1982,,1090,,,,1090,Asian,4,,,,,,,,,,
15465,55465,,,2000,5,8,South Korea,,Hwasun,,,,,,,Geon-woong,Kim,,Geon-Woong Kim,,186,73,R,R,2023,2023,Yonsei University,15465,,,,15465,Asian,4,,,,,,,,,,
15092,55092,,,2003,8,22,South Korea,,Changwon,,,,,,,Hyeon-min,Ahn,,Hyeon-Min Ahn,,183,72,R,R,2022,2024,,15092,,,,15092,Asian,4,,,,,,,,,,
15501,55501,,,2000,10,13,South Korea,,Busan,,,,,,,Jun-seo,Kang,,Jun-Seo Kang,,183,72,R,R,2023,2023,Dong-eui University,15501,,,,15501,Asian,4,,,,,,,,,,
14692,54692,,,1997,6,15,South Korea,,Seoul,,,,,,,Geo-yeon,Lee,,Geo-Yeon Lee,,186,73,R,R,2020,2023,Hongik University,14692,,,,14692,Asian,4,,,,,,,,,,
13281,53281,,,1994,4,1,South Korea,,Busan,,,,,,,Joon-hyuk,Jung,,Joon-Hyuk Jung,,181,71,L,L,2013,2019,,13281,,,,13281,Asian,4,,,,,,,,,,
10548,50548,,,1985,9,8,South Korea,,Incheon,,,,,,,Kang-suk,Kim,,Kang-Suk Kim,,177,69,L,R,2009,2015,Kyungsung University,10548,,,,10548,Asian,4,,,,,,,,,,
12595,52595,,,1996,5,14,South Korea,,Daegu,,,,,,,Chan-keon,Lee,,Chan-Keon Lee,,177,69,L,R,2016,2019,,12595,,,,12595,Asian,4,,,,,,,,,,
10473,50473,,,1988,5,9,South Korea,,Suwon,,,,,,,Jin-woo,Baek,,Jin-Woo Baek,,179,70,R,R,2008,2020,Yeungnam Cyber University,10473,,,,10473,Asian,4,,,,,,,,,,
1941,41941,,,1977,12,1,South Korea,,Cheonan,,,,,,,Hak-soo,Jung,,Hak-Soo Jung,,,,R,R,1996,1996,,1941,,,,1941,Asian,4,,,,,,,,,,
1452,41452,,,1967,7,27,South Korea,,Seoul,,,,,,,Seung-beom,Lee,,Seung-Beom Lee,,,,R,R,1989,1989,,1452,,,,1452,Asian,4,,,,,,,,,,
1664,41664,,,1969,9,16,South Korea,,,,,,,,,Hong-jib,Kim,,Hong-Jib Kim,,,,R,R,1992,1994,Dong-A University,1664,,,,1664,Asian,4,,,,,,,,,,
2402,42402,,,1984,12,15,South Korea,,Gwangju,,,,,,,Chang-seok,Lee,,Chang-Seok Lee,,183,72,R,R,2007,2007,Dong-A University,2402,,,,2402,Asian,4,,,,,,,,,,
1739,41739,,,1970,10,15,South Korea,,,,,,,,,Shin-sang,Dang,,Shin-Sang Dang,,,,R,R,1993,1994,Dankook University,1739,,,,1739,Asian,4,,,,,,,,,,
1608,41608,,,1967,10,7,South Korea,,Gunsan,,,,,,,Kyu-je,Cho,,Kyu-Je Cho,,173,68,L,L,1991,2005,Yonsei University,1608,,,,1608,Asian,4,,,,,,,,,,
1336,41336,,,1962,7,19,South Korea,,Cheongju,,,,,,,Hei-min,Han,,Hei-Min Han,,188,74,R,R,1986,1993,Sungkyunkwan University,1336,,,,1336,Asian,1,,,,,,,,,,
1469,41469,,,1965,12,13,South Korea,,Seoul,,,,,,,Ki-beom,Kim,,Ki-Beom Kim,,177,69,L,L,1989,1999,Konkuk University,1469,,,,1469,Asian,4,,,,,,,,,,
16102,56102,,,2003,10,19,South Korea,,Incheon,,,,,,,Seung-gu,Kang,,Seung-Gu Kang,,180,70,R,R,2024,2024,Gangneung Yeongdong University,16102,,,,16102,Asian,4,,,,,,,,,,
10901,50901,,,1989,7,1,South Korea,,Pohang,,,,,,,Hyeong-jun,Son,,Hyeong-Jun Son,,186,73,R,R,2012,2016,Yonsei University,10901,,,,10901,Asian,4,,,,,,,,,,
1936,41936,,,1973,8,5,South Korea,,,,,,,,,Joong-seok,Oh,,Joong-Seok Oh,,,,R,R,1996,1997,Hanyang University,1936,,,,1936,Asian,4,,,,,,,,,,
1585,41585,,,1968,3,20,South Korea,,,,,,,,,Il-hyun,Park,,Il-Hyun Park,,,,R,R,1991,1991,Konkuk University,1585,,,,1585,Asian,4,,,,,,,,,,
2165,42165,,,1978,8,5,South Korea,,,,,,,,,Ki-dong,Kim,,Ki-Dong Kim,,,,L,L,2001,2001,Wonkwang University,2165,,,,2165,Asian,4,,,,,,,,,,
1619,41619,,,1968,6,4,South Korea,,Seoul,,,,,,,Ki-duk,Kim,,Ki-Duk Kim,,176,69,R,R,1991,2002,Hanyang University,1619,,,,1619,Asian,1,,,,,,,,,,
13083,53083,,,1998,2,6,South Korea,,Paju,,,,,,,Chul-ho,Kim,,Chul-Ho Kim,,182,71,L,R,2018,2024,,13083,,,,13083,Asian,4,,,,,,,,,,
1684,41684,,,1970,1,12,South Korea,,,,,,,,,Man-hyung,Cho,,Man-Hyung Cho,,,,R,R,1992,1992,Wonkwang University,1684,,,,1684,Asian,4,,,,,,,,,,
15512,55512,,,2000,11,14,South Korea,,Changwon,,,,,,,Jun-ho,Yoon,,Jun-Ho Yoon,,179,70,R,R,2023,2024,Dong-eui University,15512,,,,15512,Asian,4,,,,,,,,,,
2039,42039,,,1975,10,28,South Korea,,Bucheon,,,,,,,Eun-jin,Cho,,Eun-Jin Cho,,179,70,R,R,1998,1998,Wonkwang University,2039,,,,2039,Asian,4,,,,,,,,,,
14659,54659,,,2001,10,19,South Korea,,Seoul,,,,,,,Jae-hwan,Han,,Jae-Hwan Han,,177,69,R,R,2021,2024,,14659,,,,14659,Asian,4,,,,,,,,,,
2320,42320,,,1982,2,3,South Korea,,Seoul,,,,,,,Yong,Heo,,Yong Heo,,187,73,R,R,2004,2004,Kyung Hee University,2320,,,,2320,Asian,4,,,,,,,,,,
1761,41761,,,1971,8,18,South Korea,,Seoul,,,,,,,Kyung-won,Kim,,Kyung-Won Kim,,183,72,R,R,1993,2001,Chung-Ang University,1761,,,,1761,Asian,4,,,,,,,,,,
10405,50405,,,1987,10,29,South Korea,,Seoul,,,,,,,Jong-duk,Jang,,Jong-Duk Jang,,182,71,R,R,2010,2014,Yeungnam University,10405,,,,10405,Asian,4,,,,,,,,,,
10879,50879,,,1993,3,27,South Korea,,Gwangju,,,,,,,Hyun-dong,Lee,,Hyun-Dong Lee,,183,72,R,R,2012,2021,,10879,,,,10879,Asian,4,,,,,,,,,,
1984,41984,,,1974,4,12,South Korea,,,,,,,,,In-soo,Yoon,,In-Soo Yoon,,,,L,L,1997,1997,Chung-Ang University,1984,,,,1984,Asian,4,,,,,,,,,,
1509,41509,,,1966,10,8,South Korea,,,,,,,,,Sung-jae,Kim,,Sung-Jae Kim,,,,R,R,1990,1990,Yeungnam University,1509,,,,1509,Asian,4,,,,,,,,,,
1162,41162,,,1950,2,13,South Korea,,Daegu,,,,,,,Yong-deuk,Woo,,Yong-Deuk Woo,,172,67,R,R,1982,1983,,1162,,,,1162,Asian,4,,,,,,,,,,
2232,42232,,,1977,7,16,South Korea,,Seoul,,,,,,,Bong-soo,Park,,Bong-Soo Park,,185,72,L,L,2002,2002,Korea University,2232,,,,2232,Asian,4,,,,,,,,,,
1875,41875,,,1972,11,14,South Korea,,,,,,,,,Ok-il,Kim,,Ok-Il Kim,,,,R,R,1995,1996,Dong-A University,1875,,,,1875,Asian,4,,,,,,,,,,
12612,52612,,,1997,10,10,South Korea,,Seoul,,,,,,,Suck-jin,Lim,,Suck-Jin Lim,,180,70,R,R,2016,2024,,12612,,,,12612,Asian,4,,,,,,,,,,
15477,55477,,,2000,6,30,South Korea,,Seoul,,,,,,,Jae-sun,Song,,Jae-sun Song,,176,69,R,R,2023,2024,Hanil Jangsin University,15477,,,,15477,Asian,4,,,,,,,,,,
14736,54736,,,2000,9,7,South Korea,,Changwon,,,,,,,Ji-hoon,Park,,Ji-Hoon Park,,183,72,R,R,2020,2024,,14736,,,,14736,Asian,4,,,,,,,,,,
2280,42280,,,1980,5,16,South Korea,,Daejeon,,,,,,,Seung-hoon,Baek,,Seung-Hoon Baek,,176,69,R,R,2003,2007,Dongguk University,2280,,,,2280,Asian,4,,,,,,,,,,
1876,41876,,,1977,1,13,South Korea,,Pohang,,,,,,,Jin-sam,Kim,,Jin-Sam Kim,,182,71,R,R,1995,2001,,1876,,,,1876,Asian,4,,,,,,,,,,
10247,50247,,,1987,4,13,South Korea,,Busan,,,,,,,Yong-seok,Son,,Yong-Seok Son,,176,69,R,R,2006,2017,,10247,,,,10247,Asian,4,,,,,,,,,,
11191,51191,,,1989,4,28,South Korea,,Incheon,,,,,,,Dong-hoon,Lee,,Dong-Hoon Lee,,176,69,L,L,2013,2016,Dongguk University,11191,,,,11191,Asian,4,,,,,,,,,,
10233,50233,,,1987,5,17,South Korea,,Seoul,,,,,,,Yong-sun,Byun,,Yong-Sun Byun,,183,72,L,R,2010,2013,Chung-Ang University,10233,,,,10233,Asian,4,,,,,,,,,,
15141,55141,,,2000,5,9,South Korea,,Incheon,,,,,,,Hsiang-pin,Liu,,Hsiang-Pin Liu,,181,71,L,L,2022,2023,Gangneung Yeongdong University,15141,,,,15141,Asian,4,,,,,,,,,,
1280,41280,,,1963,4,7,South Korea,,,,,,,,,Kyung-ho,Kim,,Kyung-Ho Kim,,,,R,R,1986,1986,Inha University,1280,,,,1280,Asian,4,,,,,,,,,,
1804,41804,,,1970,6,29,South Korea,,,,,,,,,Sang-soo,Park,,Sang-Soo Park,,,,L,L,1994,1994,Wonkwang University,1804,,,,1804,Asian,4,,,,,,,,,,
1240,41240,,,1959,11,27,South Korea,,Gunsan,,,,,,,Ki-soo,Park,,Ki-Soo Park,,,,R,R,1985,1985,Wonkwang University,1240,,,,1240,Asian,4,,,,,,,,,,
10656,50656,,,1983,7,16,South Korea,,Cheongju,,,,,,,Yeong-dong,Yang,,Yeong-Dong Yang,,173,68,L,L,2006,2013,Hongik University,10656,,,,10656,Asian,4,,,,,,,,,,
1383,41383,,,1964,12,20,South Korea,,Pohang,,,,,,,Yong-hee,Kim,,Yong-Hee Kim,,,,R,R,1988,1989,Yonsei University,1383,,,,1383,Asian,4,,,,,,,,,,
12864,52864,,,1998,7,1,South Korea,,Cheongju,,,,,,,Jun-ho,Jeon,,Jun-Ho Jeon,,181,71,R,R,2017,2024,,12864,,,,12864,Asian,4,,,,,,,,,,
1932,41932,,,1971,11,19,South Korea,,,,,,,,,Eun-woo,Park,,Eun-Woo Park,,,,R,R,1996,1996,Wonkwang University,1932,,,,1932,Asian,4,,,,,,,,,,
13075,53075,,,1995,2,8,South Korea,,Seoul,,,,,,,Seung-min,Lee,,Seung-Min Lee,,175,68,R,R,2018,2021,Dongguk University,13075,,,,13075,Asian,4,,,,,,,,,,
1094,41094,,,1960,4,4,South Korea,,,,,,,,,Mun-seop,Jung,,Mun-Seop Jung,,,,R,R,1982,1986,,1094,,,,1094,Asian,4,,,,,,,,,,
2024,42024,,,1975,1,17,South Korea,,,,,,,,,Soo-hwan,Bang,,Soo-Hwan Bang,,,,L,L,1998,1998,Dongguk University,2024,,,,2024,Asian,4,,,,,,,,,,
1679,41679,,,1972,11,14,South Korea,,Seoul,,,,,,,Jeon-jin,Lee,,Jeon-Jin Lee,,,,R,R,1991,1996,,1679,,,,1679,Asian,4,,,,,,,,,,
12554,52554,,,1992,1,3,South Korea,,Daegu,,,,,,,Ho-eun,Kim,,Ho-Eun Kim,,181,71,L,R,2016,2022,Yonsei University,12554,,,,12554,Asian,4,,,,,,,,,,
1087,41087,,,1958,3,1,South Korea,,,,,,,,,Yoon-sub,Lee,,Yoon-Sub Lee,,,,L,L,1982,1984,Korea University,1087,,,,1087,Asian,4,,,,,,,,,,
1808,41808,,,1972,12,16,South Korea,,,,,,,,,Hoon,Bae,,Hoon Bae,,,,L,L,1994,1994,Inha University,1808,,,,1808,Asian,4,,,,,,,,,,
16058,56058,,,2005,4,4,South Korea,,Pohang,,,,,,,Se-hun,Kim,,Se-hun Kim,,174,68,R,R,2024,2024,,16058,,,,16058,Asian,4,,,,,,,,,,
1529,41529,,,1972,5,17,South Korea,,Incheon,,,,,,,Sung-hoon,Jung,,Sung-Hoon Jung,,,,R,R,1990,1991,,1529,,,,1529,Asian,4,,,,,,,,,,
1446,41446,,,1970,5,1,South Korea,,Seoul,,,,,,,Myung-chul,Song,,Myung-Chul Song,,,,R,R,1989,1995,,1446,,,,1446,Asian,4,,,,,,,,,,
13227,53227,,,1998,1,31,South Korea,,Changwon,,,,,,,Sang-in,Moon,,Sang-In Moon,,185,72,R,R,2018,2024,,13227,,,,13227,Asian,4,,,,,,,,,,
1423,41423,,,1967,2,15,South Korea,,Cheonan,,,,,,,Jong-ho,Lee,,Jong-Ho Lee,,173,68,R,R,1989,1996,Dong-A University,1423,,,,1423,Asian,4,,,,,,,,,,
10389,50389,,,1982,7,8,South Korea,,Sokcho,,,,,,,Seung-hyun,Son,,Seung-Hyun Son,,185,72,R,R,2000,2016,Inha University,10389,,,,10389,Asian,4,,,,,,,,,,
12892,52892,,,1998,12,20,South Korea,,Incheon,,,,,,,Yoo-yeon,Park,,Yoo-Yeon Park,,177,69,R,R,2017,2023,,12892,,,,12892,Asian,4,,,,,,,,,,
1745,41745,,,1974,1,14,South Korea,,Gwangju,,,,,,,Myung-jong,Oh,,Myung-Jong Oh,,,,R,R,1993,1993,,1745,,,,1745,Asian,4,,,,,,,,,,
